Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Matt Bartkowski,20142015,BOS,L,D,47,0,4,4,-6,37,0.09,0,4,0,0,0,0,0,0,67,0,16:56,--
Jesse Joensuu,20142015,EDM,L,L,20,2,2,4,-8,14,0.2,1,3,0,0,1,1,0,0,18,11.1,10:38,--
Jordan Leopold,20142015,"STL,CBJ,MIN",L,D,43,1,3,4,-6,19,0.09,0,3,1,1,0,0,0,0,39,2.6,14:55,--
Steven Kampfer,20142015,FLA,R,D,25,2,2,4,-4,12,0.16,2,3,0,1,0,0,0,1,28,7.1,17:12,--
Manny Malhotra,20142015,MTL,L,C,58,1,3,4,-6,12,0.07,1,4,0,0,0,0,0,1,46,2.2,10:51,59.3
Brandon Gormley,20142015,ARI,L,D,27,2,2,4,-7,10,0.15,1,3,1,1,0,0,0,0,39,5.1,15:19,--
Grant Clitsome,20142015,WPG,L,D,24,0,4,4,4,8,0.17,0,4,0,0,0,0,0,0,22,0,16:22,--
Brandon Kozun,20142015,TOR,R,R,20,2,2,4,-3,6,0.2,2,4,0,0,0,0,0,0,8,25,7:55,50
Adam Clendening,20142015,"CHI,VAN",R,D,21,1,3,4,2,10,0.19,0,1,1,3,0,0,0,0,17,5.9,16:38,--
Brandon McMillan,20142015,"ARI,VAN",L,L,58,1,3,4,-19,16,0.07,1,4,0,0,0,0,0,0,51,2,10:28,43.5
Klas Dahlbeck,20142015,"CHI,ARI",L,D,23,1,3,4,-8,8,0.17,1,4,0,0,0,0,0,0,20,5,17:40,--
John Scott,20142015,SJS,L,L,38,3,1,4,0,87,0.11,3,4,0,0,0,0,0,0,19,15.8,7:27,--
Nate Schmidt,20142015,WSH,L,D,39,1,3,4,-2,10,0.1,1,4,0,0,0,0,0,0,40,2.5,13:53,--
David Schlemko,20142015,"ARI,DAL,CGY",L,D,44,1,3,4,1,12,0.09,1,2,0,2,0,0,0,0,45,2.2,15:20,--
Mark Fraser,20142015,NJD,L,D,34,0,4,4,2,55,0.12,0,3,0,0,0,1,0,0,19,0,16:17,--
Josh Manson,20142015,ANA,R,D,28,0,3,3,1,31,0.11,0,3,0,0,0,0,0,0,26,0,18:26,--
Patrick Kaleta,20142015,BUF,R,R,42,0,3,3,-11,36,0.07,0,2,0,0,0,1,0,0,25,0,8:52,37.5
Chris Phillips,20142015,OTT,L,D,36,0,3,3,0,14,0.08,0,2,0,1,0,0,0,0,29,0,20:54,--
Joakim Nordstrom,20142015,CHI,L,C,38,0,3,3,-5,4,0.08,0,3,0,0,0,0,0,0,42,0,10:58,20
Chris Summers,20142015,"ARI,NYR",L,D,20,0,3,3,-12,8,0.15,0,3,0,0,0,0,0,0,15,0,14:15,--
Adam Burish,20142015,SJS,R,R,20,1,2,3,-6,33,0.15,1,3,0,0,0,0,0,0,22,4.6,11:09,53.3
Zac Dalpe,20142015,BUF,R,C,21,1,2,3,-11,4,0.14,1,3,0,0,0,0,0,0,29,3.5,9:17,60.6
Zack Smith,20142015,OTT,L,C,37,2,1,3,-8,18,0.08,2,3,0,0,0,0,0,0,38,5.3,12:02,44.6
Alexander Petrovic,20142015,FLA,R,D,33,0,3,3,-4,34,0.09,0,3,0,0,0,0,0,0,29,0,16:16,--
Xavier Ouellet,20142015,DET,L,D,21,2,1,3,4,2,0.14,2,3,0,0,0,0,0,0,27,7.4,16:23,--
Patrik Nemeth,20142015,DAL,L,D,22,0,3,3,0,6,0.14,0,3,0,0,0,0,0,0,16,0,16:13,--
Petteri Lindbohm,20142015,STL,L,D,23,2,1,3,-1,26,0.13,2,3,0,0,0,0,0,0,32,6.3,15:34,--
Luke Gazdic,20142015,EDM,L,L,40,2,1,3,-4,43,0.08,2,3,0,0,0,0,0,0,26,7.7,7:23,--
Seth Helgeson,20142015,NJD,L,D,22,0,2,2,4,18,0.09,0,2,0,0,0,0,0,0,11,0,13:28,--
Anthony Peluso,20142015,WPG,R,R,49,1,1,2,-3,86,0.04,1,2,0,0,0,0,0,0,23,4.4,5:53,0
Matt Ellis,20142015,BUF,L,L,39,1,1,2,-12,4,0.05,1,2,0,0,0,0,0,1,29,3.5,8:19,48.8
Chris Porter,20142015,STL,L,L,24,1,1,2,-3,6,0.08,1,2,0,0,0,0,0,1,24,4.2,9:33,44.4
TJ Galiardi,20142015,WPG,L,L,38,1,0,1,-8,2,0.03,1,1,0,0,0,0,0,0,35,2.9,10:28,18.2
Andrew Campbell,20142015,ARI,L,D,33,0,1,1,-13,10,0.03,0,1,0,0,0,0,0,0,28,0,17:32,--
Keith Aulie,20142015,EDM,L,D,31,0,1,1,-3,71,0.03,0,1,0,0,0,0,0,0,25,0,14:18,--
Ladislav Smid,20142015,CGY,L,D,31,0,1,1,-12,13,0.03,0,1,0,0,0,0,0,0,21,0,13:58,--
Colin Greening,20142015,OTT,L,C,26,1,0,1,-5,29,0.04,1,1,0,0,0,0,0,0,39,2.6,9:49,66.7
Jordan Caron,20142015,"BOS,COL",L,R,30,0,0,0,-2,18,0,0,0,0,0,0,0,0,0,12,0,8:02,0
